timestamp,asset,exchange,price,bid,ask,spread,volume,spread_avg_L20,spread_avg_L20_pct
2025-07-18T00:00:09.202580,BTC-USD,Coinbase,65221.33,65205.06,65237.6,32.55,73,32.545444,0.0499
2025-07-18T00:01:09.202580,BTC-USD,Coinbase,65216.07,65199.05,65233.09,34.04,137,34.042789,0.0522
2025-07-18T00:02:09.202580,BTC-USD,Coinbase,65224.67,65209.44,65239.9,30.46,87,30.459921,0.0467
2025-07-18T00:03:09.202580,BTC-USD,Coinbase,65212.48,65195.49,65229.47,33.98,58,33.975702,0.0521
2025-07-18T00:04:09.202580,BTC-USD,Coinbase,65214.48,65197.1,65231.86,34.76,148,34.759318,0.0533
2025-07-18T00:05:09.202580,BTC-USD,Coinbase,65219.95,65204.49,65235.41,30.91,85,30.914256,0.0474
2025-07-18T00:06:09.202580,BTC-USD,Coinbase,65223.9,65206.29,65241.51,35.22,70,35.220906,0.054
2025-07-18T00:07:09.202580,BTC-USD,Coinbase,65212.62,65195.7,65229.54,33.85,132,33.84535,0.0519
2025-07-18T00:08:09.202580,BTC-USD,Coinbase,65207.81,65190.24,65225.38,35.15,141,35.14701,0.0539
2025-07-18T00:09:09.202580,BTC-USD,Coinbase,65226.65,65210.51,65242.79,32.29,115,32.287192,0.0495
2025-07-18T00:10:09.202580,BTC-USD,Coinbase,65217.79,65200.34,65235.24,34.89,119,34.891518,0.0535
2025-07-18T00:11:09.202580,BTC-USD,Coinbase,65218.23,65200.33,65236.13,35.8,53,35.804808,0.0549
2025-07-18T00:12:09.202580,BTC-USD,Coinbase,65223.26,65207.12,65239.4,32.29,146,32.285514,0.0495
2025-07-18T00:13:09.202580,BTC-USD,Coinbase,65219.75,65202.96,65236.54,33.59,85,33.588171,0.0515
2025-07-18T00:14:09.202580,BTC-USD,Coinbase,65215.54,65199.69,65231.39,31.69,54,31.694752,0.0486
2025-07-18T00:15:09.202580,BTC-USD,Coinbase,65223.86,65208.73,65238.99,30.26,76,30.263871,0.0464
2025-07-18T00:16:09.202580,BTC-USD,Coinbase,65225.03,65209.9,65240.16,30.26,83,30.264414,0.0464
2025-07-18T00:17:09.202580,BTC-USD,Coinbase,65224.38,65208.95,65239.81,30.85,108,30.851132,0.0473
2025-07-18T00:18:09.202580,BTC-USD,Coinbase,65227.51,65210.09,65244.93,34.83,111,34.83149,0.0534
2025-07-18T00:19:09.202580,BTC-USD,Coinbase,65225.96,65208.51,65243.41,34.9,146,34.895889,0.0535
2025-07-18T00:20:09.202580,BTC-USD,Coinbase,65215.18,65199.07,65231.29,32.22,58,32.216299,0.0494
2025-07-18T00:21:09.202580,BTC-USD,Coinbase,65215.37,65199.42,65231.32,31.89,67,31.890316,0.0489
2025-07-18T00:22:09.202580,BTC-USD,Coinbase,65215.56,65200.89,65230.23,29.35,76,29.347002,0.045
2025-07-18T00:23:09.202580,BTC-USD,Coinbase,65225.47,65208.45,65242.49,34.05,57,34.047695,0.0522
2025-07-18T00:24:09.202580,BTC-USD,Coinbase,65216.41,65201.18,65231.64,30.46,141,30.456063,0.0467
2025-07-18T00:25:09.202580,BTC-USD,Coinbase,65223.54,65208.21,65238.87,30.66,144,30.655064,0.047
2025-07-18T00:26:09.202580,BTC-USD,Coinbase,65210.09,65193.33,65226.85,33.52,89,33.517986,0.0514
2025-07-18T00:27:09.202580,BTC-USD,Coinbase,65211.27,65194.54,65228.0,33.45,97,33.453382,0.0513
2025-07-18T00:28:09.202580,BTC-USD,Coinbase,65218.31,65202.98,65233.64,30.65,91,30.652606,0.047
2025-07-18T00:29:09.202580,BTC-USD,Coinbase,65222.12,65205.03,65239.21,34.18,62,34.176391,0.0524
2025-07-18T00:30:09.202580,BTC-USD,Coinbase,65216.67,65199.71,65233.63,33.91,107,33.912668,0.052
2025-07-18T00:31:09.202580,BTC-USD,Coinbase,65215.39,65199.41,65231.37,31.96,69,31.955541,0.049
2025-07-18T00:32:09.202580,BTC-USD,Coinbase,65209.47,65193.2,65225.74,32.54,67,32.539526,0.0499
2025-07-18T00:33:09.202580,BTC-USD,Coinbase,65224.65,65208.02,65241.28,33.26,75,33.264572,0.051
2025-07-18T00:34:09.202580,BTC-USD,Coinbase,65216.71,65200.28,65233.14,32.87,71,32.869222,0.0504
2025-07-18T00:35:09.202580,BTC-USD,Coinbase,65224.95,65208.22,65241.68,33.46,85,33.460399,0.0513
2025-07-18T00:36:09.202580,BTC-USD,Coinbase,65210.94,65193.82,65228.06,34.24,74,34.235743,0.0525
2025-07-18T00:37:09.202580,BTC-USD,Coinbase,65228.36,65212.64,65244.08,31.44,106,31.44007,0.0482
2025-07-18T00:38:09.202580,BTC-USD,Coinbase,65222.95,65208.18,65237.72,29.55,55,29.545996,0.0453
2025-07-18T00:39:09.202580,BTC-USD,Coinbase,65229.27,65212.25,65246.29,34.05,77,34.049679,0.0522
2025-07-18T00:40:09.202580,BTC-USD,Coinbase,65224.16,65207.23,65241.09,33.85,56,33.851339,0.0519
2025-07-18T00:41:09.202580,BTC-USD,Coinbase,65213.56,65198.56,65228.56,30.0,86,29.998238,0.046
2025-07-18T00:42:09.202580,BTC-USD,Coinbase,65219.97,65202.59,65237.35,34.76,117,34.762244,0.0533
2025-07-18T00:43:09.202580,BTC-USD,Coinbase,65212.76,65197.04,65228.48,31.43,86,31.43255,0.0482
2025-07-18T00:44:09.202580,BTC-USD,Coinbase,65220.26,65205.46,65235.06,29.61,126,29.609998,0.0454
2025-07-18T00:45:09.202580,BTC-USD,Coinbase,65228.93,65212.26,65245.6,33.33,83,33.331983,0.0511
2025-07-18T00:46:09.202580,BTC-USD,Coinbase,65215.77,65200.77,65230.77,30.0,57,29.999254,0.046
2025-07-18T00:47:09.202580,BTC-USD,Coinbase,65226.37,65209.84,65242.9,33.07,107,33.06977,0.0507
2025-07-18T00:48:09.202580,BTC-USD,Coinbase,65222.72,65205.7,65239.74,34.05,132,34.04626,0.0522
2025-07-18T00:49:09.202580,BTC-USD,Coinbase,65224.74,65208.86,65240.62,31.76,124,31.764448,0.0487
2025-07-18T00:50:09.202580,BTC-USD,Coinbase,65218.5,65203.43,65233.57,30.13,90,30.130947,0.0462
2025-07-18T00:51:09.202580,BTC-USD,Coinbase,65227.14,65209.66,65244.62,34.96,144,34.961747,0.0536
2025-07-18T00:52:09.202580,BTC-USD,Coinbase,65220.81,65203.27,65238.35,35.09,101,35.088796,0.0538
2025-07-18T00:53:09.202580,BTC-USD,Coinbase,65218.91,65202.15,65235.67,33.52,101,33.52252,0.0514
2025-07-18T00:54:09.202580,BTC-USD,Coinbase,65220.2,65205.17,65235.23,30.07,120,30.066512,0.0461
2025-07-18T00:55:09.202580,BTC-USD,Coinbase,65217.37,65201.0,65233.74,32.74,127,32.73912,0.0502
2025-07-18T00:56:09.202580,BTC-USD,Coinbase,65218.38,65203.38,65233.38,30.0,118,30.000455,0.046
2025-07-18T00:57:09.202580,BTC-USD,Coinbase,65215.51,65200.12,65230.9,30.78,121,30.781721,0.0472
2025-07-18T00:58:09.202580,BTC-USD,Coinbase,65214.99,65197.74,65232.24,34.5,59,34.49873,0.0529
2025-07-18T00:59:09.202580,BTC-USD,Coinbase,65219.07,65202.28,65235.86,33.59,57,33.587821,0.0515
2025-07-18T01:00:09.202580,BTC-USD,Coinbase,65214.85,65197.01,65232.69,35.67,125,35.672523,0.0547
2025-07-18T01:01:09.202580,BTC-USD,Coinbase,65226.32,65210.96,65241.68,30.72,62,30.721597,0.0471
2025-07-18T01:02:09.202580,BTC-USD,Coinbase,65223.2,65205.43,65240.97,35.55,140,35.546644,0.0545
2025-07-18T01:03:09.202580,BTC-USD,Coinbase,65220.86,65203.94,65237.78,33.85,96,33.849626,0.0519
2025-07-18T01:04:09.202580,BTC-USD,Coinbase,65215.42,65199.38,65231.46,32.09,142,32.085987,0.0492
2025-07-18T01:05:09.202580,BTC-USD,Coinbase,65229.72,65213.77,65245.67,31.9,62,31.897333,0.0489
2025-07-18T01:06:09.202580,BTC-USD,Coinbase,65222.11,65205.25,65238.97,33.72,91,33.719831,0.0517
2025-07-18T01:07:09.202580,BTC-USD,Coinbase,65232.51,65216.5,65248.52,32.03,121,32.029162,0.0491
2025-07-18T01:08:09.202580,BTC-USD,Coinbase,65214.76,65197.18,65232.34,35.15,136,35.150756,0.0539
2025-07-18T01:09:09.202580,BTC-USD,Coinbase,65230.9,65214.76,65247.04,32.29,140,32.289296,0.0495
2025-07-18T01:10:09.202580,BTC-USD,Coinbase,65219.27,65202.41,65236.13,33.72,67,33.718363,0.0517
2025-07-18T01:11:09.202580,BTC-USD,Coinbase,65228.05,65213.21,65242.89,29.68,135,29.678763,0.0455
2025-07-18T01:12:09.202580,BTC-USD,Coinbase,65222.48,65207.05,65237.91,30.85,68,30.850233,0.0473
2025-07-18T01:13:09.202580,BTC-USD,Coinbase,65226.85,65209.43,65244.27,34.83,95,34.831138,0.0534
2025-07-18T01:14:09.202580,BTC-USD,Coinbase,65230.54,65215.31,65245.77,30.46,54,30.462662,0.0467
2025-07-18T01:15:09.202580,BTC-USD,Coinbase,65226.91,65209.53,65244.29,34.77,81,34.765943,0.0533
2025-07-18T01:16:09.202580,BTC-USD,Coinbase,65221.93,65207.19,65236.67,29.48,73,29.480312,0.0452
2025-07-18T01:17:09.202580,BTC-USD,Coinbase,65231.32,65216.19,65246.45,30.27,102,30.267332,0.0464
2025-07-18T01:18:09.202580,BTC-USD,Coinbase,65233.03,65216.2,65249.86,33.66,63,33.660243,0.0516
