timestamp,asset,exchange,price,bid,ask,spread,volume,spread_avg_L20,spread_avg_L20_pct
2025-07-16T16:00:09.202580,BTC-USD,Coinbase,65018.39,65002.75,65034.03,31.27,79,31.273846,0.0481
2025-07-16T16:01:09.202580,BTC-USD,Coinbase,65025.5,65008.76,65042.24,33.49,80,33.488133,0.0515
2025-07-16T16:02:09.202580,BTC-USD,Coinbase,65028.55,65013.53,65043.57,30.04,75,30.04319,0.0462
2025-07-16T16:03:09.202580,BTC-USD,Coinbase,65031.72,65014.68,65048.76,34.08,82,34.076621,0.0524
2025-07-16T16:04:09.202580,BTC-USD,Coinbase,65021.47,65006.22,65036.72,30.5,147,30.495069,0.0469
2025-07-16T16:05:09.202580,BTC-USD,Coinbase,65029.71,65014.66,65044.76,30.11,61,30.108756,0.0463
2025-07-16T16:06:09.202580,BTC-USD,Coinbase,65017.28,64999.89,65034.67,34.78,108,34.784245,0.0535
2025-07-16T16:07:09.202580,BTC-USD,Coinbase,65026.84,65010.42,65043.26,32.84,54,32.838554,0.0505
2025-07-16T16:08:09.202580,BTC-USD,Coinbase,65015.24,64998.76,65031.72,32.96,84,32.962727,0.0507
2025-07-16T16:09:09.202580,BTC-USD,Coinbase,65028.19,65011.19,65045.19,34.01,69,34.009743,0.0523
2025-07-16T16:10:09.202580,BTC-USD,Coinbase,65030.09,65012.95,65047.23,34.27,149,34.270857,0.0527
2025-07-16T16:11:09.202580,BTC-USD,Coinbase,65020.98,65005.15,65036.81,31.67,128,31.665217,0.0487
2025-07-16T16:12:09.202580,BTC-USD,Coinbase,65024.2,65006.51,65041.89,35.37,140,35.373165,0.0544
2025-07-16T16:13:09.202580,BTC-USD,Coinbase,65021.74,65004.05,65039.43,35.37,84,35.371827,0.0544
2025-07-16T16:14:09.202580,BTC-USD,Coinbase,65016.3,64998.97,65033.63,34.65,130,34.653688,0.0533
2025-07-16T16:15:09.202580,BTC-USD,Coinbase,65016.35,65001.56,65031.14,29.58,125,29.582439,0.0455
2025-07-16T16:16:09.202580,BTC-USD,Coinbase,65023.49,65007.85,65039.13,31.28,129,31.276299,0.0481
2025-07-16T16:17:09.202580,BTC-USD,Coinbase,65027.51,65012.42,65042.6,30.17,121,30.172765,0.0464
2025-07-16T16:18:09.202580,BTC-USD,Coinbase,65016.1,65000.43,65031.77,31.34,70,31.33776,0.0482
2025-07-16T16:19:09.202580,BTC-USD,Coinbase,65023.21,65005.85,65040.57,34.72,71,34.722394,0.0534
2025-07-16T16:20:09.202580,BTC-USD,Coinbase,65028.17,65010.32,65046.02,35.7,57,35.700465,0.0549
